Date,Asset_ID,Daily_Degradation,Cumulative_Degradation,AHI_Predicted,Power_kWh,Model,Role
2025-09-12,FCU_02,0.04185189,10.4101,61.5599,4.6184,Physics,train
2025-09-13,FCU_02,0.04298804,10.4531,61.5169,4.739,Physics,train
2025-09-14,FCU_02,0.04103806,10.4941,61.4759,4.5195,Physics,train
2025-09-15,FCU_02,0.03982431,10.5339,61.4361,4.3815,Physics,train
2025-09-16,FCU_02,0.04198521,10.5759,61.3941,4.6146,Physics,train
2025-09-17,FCU_02,0.03880501,10.6147,61.3553,4.2608,Physics,train
2025-09-18,FCU_02,0.03964708,10.6544,61.3156,4.3489,Physics,train
2025-09-19,FCU_02,0.04073613,10.6951,61.2749,4.4639,Physics,train
2025-09-20,FCU_02,0.03880973,10.7339,61.2361,4.2486,Physics,train
2025-09-21,FCU_02,0.03784585,10.7718,61.1982,4.1389,Physics,train
2025-09-22,FCU_02,0.03892034,10.8107,61.1593,4.2522,Physics,train
2025-09-23,FCU_02,0.03715248,10.8478,61.1222,4.055,Physics,train
2025-09-24,FCU_02,0.03823226,10.8861,61.0839,4.1686,Physics,train
2025-09-25,FCU_02,0.03768491,10.9238,61.0462,4.1049,Physics,train
2025-09-26,FCU_02,0.03721571,10.961,61.009,4.0497,Physics,train
2025-09-27,FCU_02,0.03769791,10.9987,60.9713,4.0981,Physics,train
2025-09-28,FCU_02,0.03645294,11.0351,60.9349,3.9588,Physics,train
2025-09-29,FCU_02,0.03552893,11.0707,60.8993,3.8546,Physics,train
2025-09-30,FCU_02,0.03433221,11.105,60.865,3.721,Physics,train
2025-10-01,FCU_02,0.03535217,11.1403,60.8297,3.8277,Physics,train
2025-10-02,FCU_02,0.03522126,11.1756,60.7944,3.8097,Physics,train
2025-10-03,FCU_02,0.0342748,11.2098,60.7602,3.7037,Physics,train
2025-10-04,FCU_02,0.03428509,11.2441,60.7259,3.7011,Physics,train
2025-10-05,FCU_02,0.03410613,11.2782,60.6918,3.6781,Physics,train
2025-10-06,FCU_02,0.03312435,11.3114,60.6586,3.5686,Physics,train
2025-10-07,FCU_02,0.03408914,11.3454,60.6246,3.6689,Physics,train
2025-10-08,FCU_02,0.03346083,11.3789,60.5911,3.5977,Physics,train
2025-10-09,FCU_02,0.03208778,11.411,60.559,3.4466,Physics,train
2025-10-10,FCU_02,0.03284063,11.4438,60.5262,3.5239,Physics,train
2025-10-11,FCU_02,0.03203142,11.4759,60.4941,3.4337,Physics,train
2025-10-12,FCU_02,0.03072014,11.5066,60.4634,3.2898,Physics,train
2025-10-13,FCU_02,0.03189556,11.5385,60.4315,3.4123,Physics,train
2025-10-14,FCU_02,0.03069018,11.5692,60.4008,3.28,Physics,train
2025-10-15,FCU_02,0.03017046,11.5993,60.3707,3.2213,Physics,train
2025-10-16,FCU_02,0.03066309,11.63,60.34,3.2706,Physics,train
2025-10-17,FCU_02,0.02879506,11.6588,60.3112,3.0683,Physics,train
2025-10-18,FCU_02,0.02974583,11.6885,60.2815,3.1664,Physics,train
2025-10-19,FCU_02,0.02918653,11.7177,60.2523,3.1038,Physics,train
2025-10-20,FCU_02,0.02834175,11.7461,60.2239,3.0109,Physics,train
2025-10-21,FCU_02,0.02992961,11.776,60.194,3.1764,Physics,train
2025-10-22,FCU_02,0.02849286,11.8045,60.1655,3.0209,Physics,train
2025-10-23,FCU_02,0.02793431,11.8324,60.1376,2.9588,Physics,train
2025-10-24,FCU_02,0.0275918,11.86,60.11,2.9196,Physics,train
2025-10-25,FCU_02,0.0270449,11.8871,60.0829,2.8588,Physics,train
2025-10-26,FCU_02,0.02561572,11.9127,60.0573,2.705,Physics,train
2025-10-27,FCU_02,0.0265157,11.9392,60.0308,2.7973,Physics,train
2025-10-28,FCU_02,0.02566224,11.9649,60.0051,2.7045,Physics,train
2025-10-29,FCU_02,0.02699429,11.9919,59.9781,2.8421,Physics,train
2025-10-30,FCU_02,0.02439494,12.0163,59.9537,2.5658,Physics,train
2025-10-31,FCU_02,0.0247824,12.041,59.929,2.604,Physics,train
2025-11-01,FCU_02,0.02470483,12.0657,59.9043,2.5932,Physics,train
2025-11-02,FCU_02,0.02449802,12.0902,59.8798,2.569,Physics,train
2025-11-03,FCU_02,0.0243481,12.1146,59.8554,2.5507,Physics,train
2025-11-04,FCU_02,0.02540993,12.14,59.83,2.6593,Physics,train
2025-11-05,FCU_02,0.02413753,12.1641,59.8059,2.5236,Physics,train
2025-11-06,FCU_02,0.02347847,12.1876,59.7824,2.4522,Physics,train
2025-11-07,FCU_02,0.02329207,12.2109,59.7591,2.4303,Physics,train
2025-11-08,FCU_02,0.02340887,12.2343,59.7357,2.4401,Physics,train
2025-11-09,FCU_02,0.02409236,12.2584,59.7116,2.5088,Physics,train
2025-11-10,FCU_02,0.02299281,12.2814,59.6886,2.3919,Physics,train
2025-11-11,FCU_02,0.02311782,12.3045,59.6655,2.4025,Physics,train
2025-11-12,FCU_02,0.02347021,12.328,59.642,2.4367,Physics,train
2025-11-13,FCU_02,0.02217833,12.3502,59.6198,2.3003,Physics,train
2025-11-14,FCU_02,0.0230569,12.3732,59.5968,2.389,Physics,train
2025-11-15,FCU_02,0.02201705,12.3952,59.5748,2.279,Physics,train
2025-11-16,FCU_02,0.02099168,12.4162,59.5538,2.1707,Physics,train
2025-11-17,FCU_02,0.02092904,12.4372,59.5328,2.162,Physics,train
2025-11-18,FCU_02,0.02181343,12.459,59.511,2.2511,Physics,train
2025-11-19,FCU_02,0.0209929,12.48,59.49,2.1643,Physics,train
2025-11-20,FCU_02,0.02106007,12.501,59.469,2.1691,Physics,train
2025-11-21,FCU_02,0.01983759,12.5209,59.4491,2.0411,Physics,train
2025-11-22,FCU_02,0.02117186,12.542,59.428,2.1762,Physics,train
2025-11-23,FCU_02,0.02023758,12.5623,59.4077,2.0781,Physics,train
2025-11-24,FCU_02,0.01881683,12.5811,59.3889,1.9303,Physics,train
2025-11-25,FCU_02,0.02005346,12.6011,59.3689,2.0551,Physics,train
2025-11-26,FCU_02,0.01963526,12.6208,59.3492,2.0102,Physics,train
2025-11-27,FCU_02,0.01915654,12.6399,59.3301,1.9592,Physics,train
2025-11-28,FCU_02,0.01866111,12.6586,59.3114,1.9067,Physics,train
2025-11-29,FCU_02,0.02093328,12.6795,59.2905,2.1367,Physics,train
2025-11-30,FCU_02,0.01881427,12.6983,59.2717,1.9185,Physics,train
2025-12-01,FCU_02,0.01860246,12.7169,59.2531,1.895,Physics,train
2025-12-02,FCU_02,0.01850532,12.7354,59.2346,1.8832,Physics,train
2025-12-03,FCU_02,0.01957305,12.755,59.215,1.9899,Physics,train
2025-12-04,FCU_02,0.01993263,12.775,59.195,2.0244,Physics,train
2025-12-05,FCU_02,0.01870516,12.7937,59.1763,1.8978,Physics,train
2025-12-06,FCU_02,0.01856161,12.8122,59.1578,1.8814,Physics,train
2025-12-07,FCU_02,0.01847146,12.8307,59.1393,1.8704,Physics,train
2025-12-08,FCU_02,0.01897926,12.8497,59.1203,1.9199,Physics,train
2025-12-09,FCU_02,0.01787601,12.8675,59.1025,1.8065,Physics,train
2025-12-10,FCU_02,0.01805968,12.8856,59.0844,1.8232,Physics,train
2025-12-11,FCU_02,0.01790144,12.9035,59.0665,1.8054,Physics,train
2025-12-12,FCU_02,0.0184128,12.9219,59.0481,1.8551,Physics,train
2025-12-13,FCU_02,0.01777064,12.9397,59.0303,1.7886,Physics,train
2025-12-14,FCU_02,0.01920435,12.9589,59.0111,1.931,Physics,train
2025-12-15,FCU_02,0.01802191,12.9769,58.9931,1.8103,Physics,train
2025-12-16,FCU_02,0.01755732,12.9945,58.9755,1.7619,Physics,train
2025-12-17,FCU_02,0.01854891,13.013,58.957,1.8595,Physics,train
2025-12-18,FCU_02,0.01875516,13.0318,58.9382,1.8783,Physics,train
2025-12-19,FCU_02,0.01738021,13.0492,58.9208,1.7389,Physics,train
2025-12-20,FCU_02,0.01753334,13.0667,58.9033,1.7525,Physics,train
2025-12-21,FCU_02,0.01887739,13.0856,58.8844,1.8849,Physics,train
2025-12-22,FCU_02,0.01773818,13.1033,58.8667,1.7694,Physics,train
2025-12-23,FCU_02,0.01861167,13.1219,58.8481,1.8547,Physics,train
2025-12-24,FCU_02,0.01775535,13.1397,58.8303,1.7676,Physics,train
2025-12-25,FCU_02,0.01883071,13.1585,58.8115,1.8727,Physics,train
2025-12-26,FCU_02,0.0177276,13.1762,58.7938,1.7613,Physics,train
2025-12-27,FCU_02,0.01877515,13.195,58.775,1.8635,Physics,train
2025-12-28,FCU_02,0.0175929,13.2126,58.7574,1.7444,Physics,train
2025-12-29,FCU_02,0.01862763,13.2312,58.7388,1.8451,Physics,train
2025-12-30,FCU_02,0.01823996,13.2495,58.7205,1.8049,Physics,train
2025-12-31,FCU_02,0.01946355,13.2689,58.7011,1.9241,Physics,train
2025-01-01,FCU_04,0.01351233,0.0135,71.9565,1.9645,Physics,train
2025-01-02,FCU_04,0.01392469,0.0274,71.9426,2.0225,Physics,train
2025-01-03,FCU_04,0.01358138,0.041,71.929,1.9706,Physics,train
2025-01-04,FCU_04,0.01359113,0.0546,71.9154,1.9701,Physics,train
2025-01-05,FCU_04,0.01327153,0.0679,71.9021,1.9218,Physics,train
2025-01-06,FCU_04,0.01334046,0.0812,71.8888,1.9299,Physics,train
2025-01-07,FCU_04,0.01344847,0.0947,71.8753,1.9436,Physics,train
2025-01-08,FCU_04,0.01372161,0.1084,71.8616,1.9811,Physics,train
2025-01-09,FCU_04,0.01362377,0.122,71.848,1.965,Physics,train
2025-01-10,FCU_04,0.01373567,0.1358,71.8342,1.9791,Physics,train
2025-01-11,FCU_04,0.01432278,0.1501,71.8199,2.0616,Physics,train
2025-01-12,FCU_04,0.01361313,0.1637,71.8063,1.9575,Physics,train
2025-01-13,FCU_04,0.01419866,0.1779,71.7921,2.0397,Physics,train
2025-01-14,FCU_04,0.01463747,0.1925,71.7775,2.1006,Physics,train
2025-01-15,FCU_04,0.01453628,0.2071,71.7629,2.084,Physics,train
2025-01-16,FCU_04,0.01425792,0.2213,71.7487,2.0421,Physics,train
2025-01-17,FCU_04,0.01510066,0.2364,71.7336,2.1606,Physics,train
2025-01-18,FCU_04,0.01482089,0.2512,71.7188,2.1185,Physics,train
2025-01-19,FCU_04,0.01471988,0.266,71.704,2.1019,Physics,train
2025-01-20,FCU_04,0.0161371,0.2821,71.6879,2.302,Physics,train
2025-01-21,FCU_04,0.01561736,0.2977,71.6723,2.2256,Physics,train
2025-01-22,FCU_04,0.01521857,0.3129,71.6571,2.1666,Physics,train
2025-01-23,FCU_04,0.01493757,0.3279,71.6421,2.1245,Physics,train
2025-01-24,FCU_04,0.01667766,0.3445,71.6255,2.3696,Physics,train
2025-01-25,FCU_04,0.01587218,0.3604,71.6096,2.2529,Physics,train
2025-01-26,FCU_04,0.01752187,0.3779,71.5921,2.4846,Physics,train
2025-01-27,FCU_04,0.01740774,0.3953,71.5747,2.4659,Physics,train
2025-01-28,FCU_04,0.01604039,0.4114,71.5586,2.27,Physics,train
2025-01-29,FCU_04,0.0178484,0.4292,71.5408,2.5233,Physics,train
2025-01-30,FCU_04,0.01681969,0.4461,71.5239,2.3755,Physics,train
2025-01-31,FCU_04,0.0174207,0.4635,71.5065,2.4579,Physics,train
2025-02-01,FCU_04,0.01778934,0.4813,71.4887,2.5074,Physics,train
2025-02-02,FCU_04,0.01805376,0.4993,71.4707,2.5421,Physics,train
2025-02-03,FCU_04,0.01837516,0.5177,71.4523,2.5848,Physics,train
2025-02-04,FCU_04,0.01855232,0.5362,71.4338,2.6071,Physics,train
2025-02-05,FCU_04,0.01907449,0.5553,71.4147,2.6778,Physics,train
2025-02-06,FCU_04,0.01911912,0.5744,71.3956,2.6814,Physics,train
2025-02-07,FCU_04,0.01892178,0.5934,71.3766,2.6511,Physics,train
2025-02-08,FCU_04,0.02098419,0.6143,71.3557,2.9371,Physics,train
2025-02-09,FCU_04,0.01942181,0.6338,71.3362,2.7157,Physics,train
2025-02-10,FCU_04,0.01985844,0.6536,71.3164,2.774,Physics,train
2025-02-11,FCU_04,0.02047642,0.6741,71.2959,2.8574,Physics,train
2025-02-12,FCU_04,0.02064643,0.6948,71.2752,2.8783,Physics,train
2025-02-13,FCU_04,0.02045531,0.7152,71.2548,2.8488,Physics,train
2025-02-14,FCU_04,0.02196434,0.7372,71.2328,3.0559,Physics,train
2025-02-15,FCU_04,0.02130557,0.7585,71.2115,2.9613,Physics,train
2025-02-16,FCU_04,0.0219984,0.7805,71.1895,3.0545,Physics,train
2025-02-17,FCU_04,0.02240989,0.8029,71.1671,3.1086,Physics,train
2025-02-18,FCU_04,0.0227945,0.8257,71.1443,3.1587,Physics,train
2025-02-19,FCU_04,0.02196663,0.8476,71.1224,3.041,Physics,train
2025-02-20,FCU_04,0.0230792,0.8707,71.0993,3.1918,Physics,train
2025-02-21,FCU_04,0.02363336,0.8944,71.0756,3.2652,Physics,train
2025-02-22,FCU_04,0.02381913,0.9182,71.0518,3.2876,Physics,train
2025-02-23,FCU_04,0.02446456,0.9426,71.0274,3.3733,Physics,train
2025-02-24,FCU_04,0.0237139,0.9664,71.0036,3.2665,Physics,train
2025-02-25,FCU_04,0.02465544,0.991,70.979,3.3928,Physics,train
2025-02-26,FCU_04,0.02503364,1.016,70.954,3.4414,Physics,train
2025-02-27,FCU_04,0.02624004,1.0423,70.9277,3.6036,Physics,train
2025-02-28,FCU_04,0.02607443,1.0684,70.9016,3.5773,Physics,train
2025-03-01,FCU_04,0.02658493,1.0949,70.8751,3.6437,Physics,train
2025-03-02,FCU_04,0.02643076,1.1214,70.8486,3.6189,Physics,train
2025-03-03,FCU_04,0.02717486,1.1486,70.8214,3.7171,Physics,train
2025-03-04,FCU_04,0.02793472,1.1765,70.7935,3.8172,Physics,train
2025-03-05,FCU_04,0.02860982,1.2051,70.7649,3.9056,Physics,train
2025-03-06,FCU_04,0.02723856,1.2323,70.7377,3.7147,Physics,train
2025-03-07,FCU_04,0.0278584,1.2602,70.7098,3.7954,Physics,train
2025-03-08,FCU_04,0.02773908,1.2879,70.6821,3.7754,Physics,train
2025-03-09,FCU_04,0.02844537,1.3164,70.6536,3.8676,Physics,train
2025-03-10,FCU_04,0.02885779,1.3452,70.6248,3.9198,Physics,train
2025-03-11,FCU_04,0.02855673,1.3738,70.5962,3.875,Physics,train
2025-03-12,FCU_04,0.03014111,1.4039,70.5661,4.0859,Physics,train
2025-03-13,FCU_04,0.03011611,1.434,70.536,4.0784,Physics,train
2025-03-14,FCU_04,0.03003001,1.4641,70.5059,4.0627,Physics,train
2025-03-15,FCU_04,0.03157296,1.4957,70.4743,4.2672,Physics,train
2025-03-16,FCU_04,0.03052836,1.5262,70.4438,4.1219,Physics,train
2025-03-17,FCU_04,0.03121808,1.5574,70.4126,4.2108,Physics,train
2025-03-18,FCU_04,0.03190485,1.5893,70.3807,4.2991,Physics,train
2025-03-19,FCU_04,0.03276956,1.6221,70.3479,4.4112,Physics,train
2025-03-20,FCU_04,0.03255054,1.6546,70.3154,4.3774,Physics,train
2025-03-21,FCU_04,0.03291681,1.6875,70.2825,4.4222,Physics,train
2025-03-22,FCU_04,0.03300622,1.7205,70.2495,4.4298,Physics,train
2025-03-23,FCU_04,0.03395067,1.7545,70.2155,4.552,Physics,train
2025-03-24,FCU_04,0.03339014,1.7879,70.1821,4.4724,Physics,train
2025-03-25,FCU_04,0.03324373,1.8211,70.1489,4.4483,Physics,train
2025-03-26,FCU_04,0.0348257,1.856,70.114,4.6553,Physics,train
2025-03-27,FCU_04,0.03397622,1.8899,70.0801,4.5372,Physics,train
2025-03-28,FCU_04,0.03587324,1.9258,70.0442,4.7858,Physics,train
2025-03-29,FCU_04,0.03700212,1.9628,70.0072,4.9314,Physics,train
2025-03-30,FCU_04,0.03614674,1.999,69.971,4.8126,Physics,train
2025-03-31,FCU_04,0.03589408,2.0348,69.9352,4.7742,Physics,train
2025-04-01,FCU_04,0.03751015,2.0724,69.8976,4.9842,Physics,train
2025-04-02,FCU_04,0.03693943,2.1093,69.8607,4.9034,Physics,train
2025-04-03,FCU_04,0.03721771,2.1465,69.8235,4.9354,Physics,train
2025-04-04,FCU_04,0.03937982,2.1859,69.7841,5.2169,Physics,train
2025-04-05,FCU_04,0.0379086,2.2238,69.7462,5.017,Physics,train
2025-04-06,FCU_04,0.03823599,2.262,69.708,5.0553,Physics,train
2025-04-07,FCU_04,0.03955918,2.3016,69.6684,5.225,Physics,train
2025-04-08,FCU_04,0.03892351,2.3405,69.6295,5.1359,Physics,train
2025-04-09,FCU_04,0.04082866,2.3814,69.5886,5.3819,Physics,train
2025-04-10,FCU_04,0.04006089,2.4214,69.5486,5.2754,Physics,train
2025-04-11,FCU_04,0.04071618,2.4621,69.5079,5.3563,Physics,train
2025-04-12,FCU_04,0.0406128,2.5027,69.4673,5.3374,Physics,train
2025-04-13,FCU_04,0.04145692,2.5442,69.4258,5.4429,Physics,train
2025-04-14,FCU_04,0.04113624,2.5853,69.3847,5.3954,Physics,train
2025-04-15,FCU_04,0.04161931,2.627,69.343,5.4533,Physics,train
2025-04-16,FCU_04,0.04344289,2.6704,69.2996,5.6865,Physics,train
2025-04-17,FCU_04,0.04249046,2.7129,69.2571,5.5563,Physics,train
2025-04-18,FCU_04,0.04342615,2.7563,69.2137,5.673,Physics,train
2025-04-19,FCU_04,0.04293688,2.7992,69.1708,5.6035,Physics,train
2025-04-20,FCU_04,0.04414411,2.8434,69.1266,5.7553,Physics,train
2025-04-21,FCU_04,0.04391366,2.8873,69.0827,5.7195,Physics,train
2025-04-22,FCU_04,0.04442314,2.9317,69.0383,5.7801,Physics,train
2025-04-23,FCU_04,0.04346936,2.9752,68.9948,5.6503,Physics,train
2025-04-24,FCU_04,0.04576698,3.021,68.949,5.943,Physics,train
2025-04-25,FCU_04,0.04392951,3.0649,68.9051,5.6987,Physics,train
2025-04-26,FCU_04,0.045323,3.1102,68.8598,5.8736,Physics,train
2025-04-27,FCU_04,0.0463342,3.1566,68.8134,5.9987,Physics,train
2025-04-28,FCU_04,0.045499,3.2021,68.7679,5.8846,Physics,train
2025-04-29,FCU_04,0.04760513,3.2497,68.7203,6.1509,Physics,train
2025-04-30,FCU_04,0.04724919,3.2969,68.6731,6.0988,Physics,train
2025-05-01,FCU_04,0.04778905,3.3447,68.6253,6.1623,Physics,train
2025-05-02,FCU_04,0.0473355,3.392,68.578,6.0977,Physics,train
2025-05-03,FCU_04,0.04810114,3.4401,68.5299,6.1902,Physics,train
2025-05-04,FCU_04,0.0477367,3.4879,68.4821,6.1371,Physics,train
2025-05-05,FCU_04,0.04807558,3.5359,68.4341,6.1745,Physics,train
2025-05-06,FCU_04,0.04879719,3.5847,68.3853,6.2609,Physics,train
2025-05-07,FCU_04,0.05003056,3.6348,68.3352,6.4128,Physics,train
2025-05-08,FCU_04,0.04896992,3.6837,68.2863,6.2705,Physics,train
2025-05-09,FCU_04,0.04963249,3.7334,68.2366,6.349,Physics,train
2025-05-10,FCU_04,0.05057656,3.784,68.186,6.4633,Physics,train
2025-05-11,FCU_04,0.04968144,3.8336,68.1364,6.3426,Physics,train
2025-05-12,FCU_04,0.05058983,3.8842,68.0858,6.4521,Physics,train
2025-05-13,FCU_04,0.05077432,3.935,68.035,6.4692,Physics,train
2025-05-14,FCU_04,0.05107447,3.9861,67.9839,6.5009,Physics,train
2025-05-15,FCU_04,0.05130144,4.0374,67.9326,6.5233,Physics,train
2025-05-16,FCU_04,0.05108112,4.0885,67.8815,6.4888,Physics,train
2025-05-17,FCU_04,0.05099874,4.1395,67.8305,6.4718,Physics,train
2025-05-18,FCU_04,0.05245996,4.1919,67.7781,6.6506,Physics,train
2025-05-19,FCU_04,0.05221207,4.2441,67.7259,6.6125,Physics,train
2025-05-20,FCU_04,0.05186534,4.296,67.674,6.5621,Physics,train
2025-05-21,FCU_04,0.05190636,4.3479,67.6221,6.5607,Physics,train
2025-05-22,FCU_04,0.05180638,4.3997,67.5703,6.5415,Physics,train
2025-05-23,FCU_04,0.05378101,4.4535,67.5165,6.7841,Physics,train
2025-05-24,FCU_04,0.05255039,4.506,67.464,6.6222,Physics,train
2025-05-25,FCU_04,0.053749,4.5598,67.4102,6.7665,Physics,train
2025-05-26,FCU_04,0.05370427,4.6135,67.3565,6.7541,Physics,train
2025-05-27,FCU_04,0.05371692,4.6672,67.3028,6.7489,Physics,train
2025-05-28,FCU_04,0.05481098,4.722,67.248,6.8795,Physics,train
2025-05-29,FCU_04,0.05448558,4.7765,67.1935,6.8318,Physics,train
2025-05-30,FCU_04,0.05504361,4.8315,67.1385,6.8949,Physics,train
2025-05-31,FCU_04,0.05434694,4.8859,67.0841,6.8008,Physics,train
2025-06-01,FCU_04,0.05459311,4.9405,67.0295,6.8248,Physics,train
2025-06-02,FCU_04,0.0551183,4.9956,66.9744,6.8836,Physics,train
2025-06-03,FCU_04,0.05508898,5.0507,66.9193,6.873,Physics,train
2025-06-04,FCU_04,0.05522402,5.1059,66.8641,6.883,Physics,train
2025-06-05,FCU_04,0.05557976,5.1615,66.8085,6.9204,Physics,train
2025-06-06,FCU_04,0.05537313,5.2169,66.7531,6.8878,Physics,train
2025-06-07,FCU_04,0.05571426,5.2726,66.6974,6.9233,Physics,train
2025-06-08,FCU_04,0.05571545,5.3283,66.6417,6.9165,Physics,train
2025-06-09,FCU_04,0.05667396,5.385,66.585,7.0285,Physics,train
2025-06-10,FCU_04,0.05577983,5.4408,66.5292,6.9107,Physics,train
2025-06-11,FCU_04,0.05663713,5.4974,66.4726,7.0099,Physics,train
2025-06-12,FCU_04,0.05549886,5.5529,66.4171,6.8621,Physics,train
2025-06-13,FCU_04,0.05579737,5.6087,66.3613,6.8921,Physics,train
2025-06-14,FCU_04,0.05692141,5.6656,66.3044,7.024,Physics,train
2025-06-15,FCU_04,0.05576551,5.7214,66.2486,6.8744,Physics,train
2025-06-16,FCU_04,0.05720862,5.7786,66.1914,7.0453,Physics,train
2025-06-17,FCU_04,0.0567093,5.8353,66.1347,6.9768,Physics,train
2025-06-18,FCU_04,0.05748948,5.8928,66.0772,7.0657,Physics,train
2025-06-19,FCU_04,0.05565037,5.9484,66.0216,6.8329,Physics,train
2025-06-20,FCU_04,0.05750058,6.0059,65.9641,7.053,Physics,train
2025-06-21,FCU_04,0.05713145,6.0631,65.9069,7.0007,Physics,train
2025-06-22,FCU_04,0.05635634,6.1194,65.8506,6.8988,Physics,train
2025-06-23,FCU_04,0.05705943,6.1765,65.7935,6.9779,Physics,train
2025-06-24,FCU_04,0.05692016,6.2334,65.7366,6.9539,Physics,train
2025-06-25,FCU_04,0.05778729,6.2912,65.6788,7.0528,Physics,train
2025-06-26,FCU_04,0.0581844,6.3494,65.6206,7.0942,Physics,train
2025-06-27,FCU_04,0.05745944,6.4068,65.5632,6.9988,Physics,train
2025-06-28,FCU_04,0.05778511,6.4646,65.5054,7.0314,Physics,train
2025-06-29,FCU_04,0.05660539,6.5212,65.4488,6.881,Physics,train
2025-06-30,FCU_04,0.05682567,6.578,65.392,6.9008,Physics,train
2025-07-01,FCU_04,0.05656611,6.6346,65.3354,6.8625,Physics,train
2025-07-02,FCU_04,0.05758895,6.6922,65.2778,6.9796,Physics,train
2025-07-03,FCU_04,0.05805,6.7503,65.2197,7.0284,Physics,train
2025-07-04,FCU_04,0.05800962,6.8083,65.1617,7.0165,Physics,train
2025-07-05,FCU_04,0.05954541,6.8678,65.1022,7.1951,Physics,train
2025-07-06,FCU_04,0.0574593,6.9253,65.0447,6.936,Physics,train
2025-07-07,FCU_04,0.05657308,6.9818,64.9882,6.8222,Physics,train
2025-07-08,FCU_04,0.0576179,7.0395,64.9305,6.9413,Physics,train
2025-07-09,FCU_04,0.05772786,7.0972,64.8728,6.9476,Physics,train
2025-07-10,FCU_04,0.05756984,7.1548,64.8152,6.9217,Physics,train
2025-07-11,FCU_04,0.05744054,7.2122,64.7578,6.8992,Physics,train
2025-07-12,FCU_04,0.05746967,7.2697,64.7003,6.8958,Physics,train
2025-07-13,FCU_04,0.05698803,7.3267,64.6433,6.8312,Physics,train
2025-07-14,FCU_04,0.05731653,7.384,64.586,6.8637,Physics,train
2025-07-15,FCU_04,0.05663496,7.4406,64.5294,6.7753,Physics,train
2025-07-16,FCU_04,0.05631488,7.4969,64.4731,6.7303,Physics,train
2025-07-17,FCU_04,0.05582924,7.5527,64.4173,6.6656,Physics,train
2025-07-18,FCU_04,0.05628415,7.609,64.361,6.7131,Physics,train
2025-07-19,FCU_04,0.05656879,7.6656,64.3044,6.7404,Physics,train
2025-07-20,FCU_04,0.05700638,7.7226,64.2474,6.7857,Physics,train
2025-07-21,FCU_04,0.05706918,7.7797,64.1903,6.7864,Physics,train
2025-07-22,FCU_04,0.05482516,7.8345,64.1355,6.513,Physics,train
2025-07-23,FCU_04,0.05646088,7.891,64.079,6.7006,Physics,train
2025-07-24,FCU_04,0.05511369,7.9461,64.0239,6.5342,Physics,train
2025-07-25,FCU_04,0.05569338,8.0018,63.9682,6.5964,Physics,train
2025-07-26,FCU_04,0.05622862,8.058,63.912,6.6531,Physics,train
2025-07-27,FCU_04,0.05517438,8.1132,63.8568,6.5218,Physics,train
2025-07-28,FCU_04,0.05485254,8.168,63.802,6.4773,Physics,train
2025-07-29,FCU_04,0.05448722,8.2225,63.7475,6.4277,Physics,train
2025-07-30,FCU_04,0.05495648,8.2775,63.6925,6.4766,Physics,train
2025-07-31,FCU_04,0.05580613,8.3333,63.6367,6.5702,Physics,train
2025-08-01,FCU_04,0.05335163,8.3866,63.5834,6.2749,Physics,train
2025-08-02,FCU_04,0.055102,8.4417,63.5283,6.4743,Physics,train
2025-08-03,FCU_04,0.05305169,8.4948,63.4752,6.2272,Physics,train
2025-08-04,FCU_04,0.05340147,8.5482,63.4218,6.262,Physics,train
2025-08-05,FCU_04,0.05282091,8.601,63.369,6.1877,Physics,train
2025-08-06,FCU_04,0.05304279,8.654,63.316,6.2075,Physics,train
2025-08-07,FCU_04,0.05197445,8.706,63.264,6.0764,Physics,train
2025-08-08,FCU_04,0.05341475,8.7594,63.2106,6.2385,Physics,train
2025-08-09,FCU_04,0.05360497,8.813,63.157,6.2545,Physics,train
2025-08-10,FCU_04,0.05215482,8.8652,63.1048,6.0792,Physics,train
2025-08-11,FCU_04,0.05180697,8.917,63.053,6.0326,Physics,train
2025-08-12,FCU_04,0.05186009,8.9689,63.0011,6.0328,Physics,train
2025-08-13,FCU_04,0.05195627,9.0208,62.9492,6.0379,Physics,train
2025-08-14,FCU_04,0.05149587,9.0723,62.8977,5.9784,Physics,train
2025-08-15,FCU_04,0.05126141,9.1236,62.8464,5.9453,Physics,train
2025-08-16,FCU_04,0.04961363,9.1732,62.7968,5.7484,Physics,train
2025-08-17,FCU_04,0.05063678,9.2238,62.7462,5.8611,Physics,train
2025-08-18,FCU_04,0.04961118,9.2734,62.6966,5.7366,Physics,train
2025-08-19,FCU_04,0.04985725,9.3233,62.6467,5.7593,Physics,train
2025-08-20,FCU_04,0.04933431,9.3726,62.5974,5.6932,Physics,train
2025-08-21,FCU_04,0.0489389,9.4216,62.5484,5.6419,Physics,train
2025-08-22,FCU_04,0.04972282,9.4713,62.4987,5.7266,Physics,train
2025-08-23,FCU_04,0.04827787,9.5196,62.4504,5.5546,Physics,train
2025-08-24,FCU_04,0.04809824,9.5677,62.4023,5.5284,Physics,train
2025-08-25,FCU_04,0.04820613,9.6159,62.3541,5.5353,Physics,train
2025-08-26,FCU_04,0.04752008,9.6634,62.3066,5.451,Physics,train
2025-08-27,FCU_04,0.04628068,9.7097,62.2603,5.3036,Physics,train
2025-08-28,FCU_04,0.0466124,9.7563,62.2137,5.3362,Physics,train
